comment,score,sentiment,account_type
I’m the same KG as you were and I’m so worried. I don’t know how to lose weight. My goal is 80KG,-0.3,Negative,Fitness Coach / Gym
🦋🦋Congrats🦋🦋,0.4,Positive,Fitness Coach / Gym
I am proud of you !!!!,0.6,Positive,Fitness Coach / Gym
Started at 118- down to 91 as of this morning. I’d just love to see a number starting in a 7 on the scale and for the first time ever it feels possible!,0.5,Positive,Fitness Coach / Gym
"Needed this today. Tried so hard all week, walked over 20k steps every day and ate in a calorie deficit- just to weigh in and have gained half a pound. Ugh.",-0.4,Negative,Fitness Coach / Gym
I’m 150lbs and very unmotivated to get back into it. For reference I’m 5’1’ and was 130lbs and now very down and out. Any advice?,-0.3,Negative,Fitness Coach / Gym
Queen energggyyyy😁😁,0.5,Positive,Fitness Coach / Gym
jusst beautifull !,0.6,Positive,Fitness Coach / Gym
"started from 116, down to 110, weight goes down so slowly. but i wont quit this time.",0.3,Positive,Fitness Coach / Gym
150kg in spring... now 134 ! goal 99 and I hope I'll look as good as you!!! 🤩❤️,0.7,Positive,Fitness Coach / Gym
You look amazing!! How tall are you?,0.4,Positive,Fitness Coach / Gym
I started at 130kg and now we are the same weight. It's a tough journey but worth It! congrats for this huge milestone 🥰,0.5,Positive,Fitness Coach / Gym
This is amazing I’m so proud of you! 26 lbs down in my own journey,0.6,Positive,Fitness Coach / Gym
and it's all gonna be because of you 🌻👏💗,0.5,Positive,Fitness Coach / Gym
Would love to know your workout plans!!!! So good!,0.4,Positive,Fitness Coach / Gym
Started at 247 down to 197. Still so much to go but feel so at peace with myself 🥰,0.6,Positive,Fitness Coach / Gym
I wouldn’t even know where to start 😔,-0.3,Negative,Fitness Coach / Gym
You look amazing!,0.5,Positive,Fitness Coach / Gym
Yay progress!! You look amazing… bet you feel it too 🫶✨,0.6,Positive,Fitness Coach / Gym
What program did you start with at the gym?,0.1,Neutral,Fitness Coach / Gym
You look amazing and so strong. 💪 Thank you for sharing your journey with us,0.7,Positive,Fitness Coach / Gym
love this audio 👏 you look amazing !,0.5,Positive,Fitness Coach / Gym
I want to do this. I’m 130kg. I chickened out of my gastric surgery appointment cause I’ve heard it’s got really bad side effects. I just want to be healthy- but don’t know how to start,-0.4,Negative,Fitness Coach / Gym
Wow. love your transformation. You look amazing. You looked beautiful before now you look healthier. Keep pushing.,0.8,Positive,Fitness Coach / Gym
So impressive!! well done 💪,0.8,Positive,Fitness Coach / Gym
You look amazing 😁 where and how did you start? I struggle?,0.5,Positive,Fitness Coach / Gym
Well done!! Consistency is key. You look amazing either way though ☺️,0.7,Positive,Fitness Coach / Gym
I’m inspired by your journey,0.6,Positive,Fitness Coach / Gym
What an absolutely great message and congratulations,0.9,Positive,Fitness Coach / Gym
Proud of you honey,0.7,Positive,Fitness Coach / Gym
congratulations that's awesome 👌 you are such an inspiration ❤️,0.9,Positive,Fitness Coach / Gym
keep it up. persistence pays,0.6,Positive,Fitness Coach / Gym
wow this is so motivating and is positive vibes for weightloss thanx,0.8,Positive,Fitness Coach / Gym
love it 🥰🥰,0.9,Positive,Fitness Coach / Gym
Inspiring work! 😊,0.7,Positive,Fitness Coach / Gym
"You look awesome, congratulations on your journey. thank you for the motivation 💝⭐️💪",0.9,Positive,Fitness Coach / Gym
"Lifestyle change, mentally and physically. Well done you 👏",0.7,Positive,Fitness Coach / Gym
Keep going 💪,0.6,Positive,Fitness Coach / Gym
This is my new favorite sound!!,0.8,Positive,Fitness Coach / Gym
"Needed this today, thank you x",0.5,Positive,Fitness Coach / Gym
You got this 🥰🥰🥰,0.9,Positive,Fitness Coach / Gym
So awesome. Keep inspiring 💪🏻🔥,0.8,Positive,Fitness Coach / Gym
wow! well done!,0.7,Positive,Fitness Coach / Gym
YESSSS,0.9,Positive,Fitness Coach / Gym
Brilliant determination 🥰,0.8,Positive,Fitness Coach / Gym
Yasss girl Get it 🥰,0.9,Positive,Fitness Coach / Gym
You are amazing!,0.9,Positive,Fitness Coach / Gym
Amazing work 😻,0.9,Positive,Fitness Coach / Gym
Congratulations 🎉 Well done,0.9,Positive,Fitness Coach / Gym
So inspiring well done you 🫶🏼🩷,0.9,Positive,Fitness Coach / Gym
Ong this is incredible! Found you on my fyp! I am on a journey also! This is amazing!,0.85,Positive,Fitness Coach / Gym
you are doing an awesome job! keep going 🥰,0.8,Positive,Fitness Coach / Gym
this is it... this is they time for me...I will heal from the inside out and will be the best version of myself...😭🙌🙏,0.75,Positive,Fitness Coach / Gym
Amazing 👏🏾👏🏾👏🏾,0.9,Positive,Fitness Coach / Gym
Go on girl,0.6,Positive,Fitness Coach / Gym
Congratulations!,0.7,Positive,Fitness Coach / Gym
You go girl!! Love the strength- stay positive!,0.85,Positive,Fitness Coach / Gym
The sound goes perfectly 🥰 amazing work!,0.8,Positive,Fitness Coach / Gym
You've worked so hard! It's great to see,0.75,Positive,Fitness Coach / Gym
yess girl 💪❤️,0.9,Positive,Fitness Coach / Gym
You look amazing! Love the message too to keep trying until you succeed.,0.85,Positive,Fitness Coach / Gym
"Absolutely stunning, BOTH before and after too",0.9,Positive,Fitness Coach / Gym
Awesome work 🤌🤌,0.8,Positive,Fitness Coach / Gym
"so inspiring!! I'm down 50lbs now, motivation to keep going for sure 🥰",0.95,Positive,Fitness Coach / Gym
So inspiring! Thank you 🥰,0.9,Positive,Fitness Coach / Gym
good for you,0.3,Positive,Fitness Coach / Gym
Congrats you look great!,0.8,Positive,Fitness Coach / Gym
wow well done!,0.7,Positive,Fitness Coach / Gym
I needed this :-),0.4,Positive,Fitness Coach / Gym
Incredible 💪🏻👏,0.85,Positive,Fitness Coach / Gym
Amazing journey 👏,0.8,Positive,Fitness Coach / Gym
Altogether amazing! Congrats!!!,0.9,Positive,Fitness Coach / Gym
Well done! Absolutely awesome!,0.85,Positive,Fitness Coach / Gym
amazing 👌,0.8,Positive,Fitness Coach / Gym
Well done xxx,0.3,Positive,Fitness Coach / Gym
Yeah you did! 🔥🔥,0.4,Positive,Fitness Coach / Gym
Wow!! Great work 😊,0.5,Positive,Fitness Coach / Gym
amazing transformation 💜👏,0.6,Positive,Fitness Coach / Gym
Thank you 👌👏👏👏,0.4,Positive,Fitness Coach / Gym
🥰well done stranger,0.5,Positive,Fitness Coach / Gym
"Well done! So impressive, hard work, inspiring ☺️",0.7,Positive,Fitness Coach / Gym
Yesss🥰,0.5,Positive,Fitness Coach / Gym
How did you start? As in where did you start with? Fulltime gym? Walking? Running?,0,Neutral,Fitness Coach / Gym
Amazing👏🏻👏🏻,0.5,Positive,Fitness Coach / Gym
you look great 🥰,0.6,Positive,Fitness Coach / Gym
Niccce work🥰,0.5,Positive,Fitness Coach / Gym
Yes gal 💪,0.4,Positive,Fitness Coach / Gym
You look amaaaaaazing,0.6,Positive,Fitness Coach / Gym
So motivating ✨,0.5,Positive,Fitness Coach / Gym
Literally goals!!! You did amazingly!!!,0.7,Positive,Fitness Coach / Gym
yeses girl smashed it 😍,0.6,Positive,Fitness Coach / Gym
"You look incredible girl, the hardest part is starting and you did that 🥰 well done!",0.7,Positive,Fitness Coach / Gym
Way to go!!,0.7,Positive,Fitness Coach / Gym
well done 🥰,0.5,Positive,Fitness Coach / Gym
so amazing!!!!🥰,0.6,Positive,Fitness Coach / Gym
Well DONE! 👍🏻 Keep going strong. 🤟,0.5,Positive,Fitness Coach / Gym
I envyyyy 🥺,-0.3,Negative,Fitness Coach / Gym
Wow! 😮 What a transformation! What has been your favorite part of the journey? ❤️,0.5,Positive,Fitness Coach / Gym
Proud of you wauw!😍,0.6,Positive,Fitness Coach / Gym
Boss!!!,0.5,Positive,Fitness Coach / Gym
yaaaa👏👏👏👏,0.6,Positive,Fitness Coach / Gym
🥰,0.7,Positive,Fitness Coach / Gym
👏👏👏👏,0.5,Positive,Fitness Coach / Gym
🥰🥰🥰👍,0.9,Positive,Fitness Coach / Gym
❤❤,0.7,Positive,Fitness Coach / Gym
🔥🔥🔥🔥🔥🔥,0.9,Positive,Fitness Coach / Gym
🥰🥰🥰,0.6,Positive,Fitness Coach / Gym
🔥🔥🔥🔥,0.9,Positive,Fitness Coach / Gym
💪💪💪💪💪🔥🔥🔥,0.9,Positive,Fitness Coach / Gym
🔥🔥🔥🔥🔥,0.9,Positive,Fitness Coach / Gym
💛,0.7,Positive,Fitness Coach / Gym
💯🔥,0.9,Positive,Fitness Coach / Gym
🔥🔥,0.4,Positive,Fitness Coach / Gym
💪🏻💪🏻💪🏻,0.7,Positive,Fitness Coach / Gym
"Wait wait hold up. You said 130kgs. So that means you are like 6"" tall then because I a 5""5' and 122 kgs and honestly I do not look half as good as your before.",-0.1,Neutral,Fitness Coach / Gym
I have been traumatized by scales through majority of my life. So I measure. Lost 35 cm in my lower belly in last 5 months choosing to address my Hashimoto. Great job 😻,0.5,Positive,Fitness Coach / Gym
"You’re such a motivation to keep going, I’ve just hit 139, down from 152kg and I wanna be 99kg",0.7,Positive,Fitness Coach / Gym
i need more positive natural weightloss content like this. at 135 kg hoping to get to 90.,0.4,Positive,Fitness Coach / Gym
one of these times ... that hits hard!,-0.3,Negative,Fitness Coach / Gym
I started at 90,0,Neutral,Fitness Coach / Gym
"If you're serious about reaching your fitness goals and want to learns more about this amazing product, check out the link in my bio!",0.5,Positive,Fitness Coach / Gym
Mounjaro has stopped me from sabotaging the diet and lifestyle changes I have been trying to make for years.,0.7,Positive,Fitness Coach / Gym
😂😂😂,0.3,Positive,Fitness Coach / Gym
This is a sign that I can do it !!,0.6,Positive,Influencer
"oh you BEEN tea, your still so pretty",0.3,Positive,Influencer
How if I may ask?,0,Neutral,Influencer
"you so beautiful, this motivation fr",0.4,Positive,Influencer
omg guys tysm for the sweet comments i really appreciate them all!!,0.8,Positive,Influencer
ahh omg im so proud of you! 💗 i recently started a calorie deficit last month and already lost 7 pounds!,0.9,Positive,Influencer
i love these transformations it makes me think i can do it too 😭 im still working but i will get here,0.5,Positive,Influencer
Howwwww? Helpppp me pls ml,0,Neutral,Influencer
I know u said calorie defect like what did u also do did u do any exercise tell me pls and when did u start swing progress,0,Neutral,Influencer
beautiful both ways,0.3,Positive,Influencer
You look so good!!!! Good job pretty,0.7,Positive,Influencer
so proud of u pretty,0.6,Positive,Influencer
Girlll u did that 💕 What type of workouts did you do?,0.5,Positive,Influencer
So proud of u,0.5,Positive,Influencer
so proud of you!! also if your having issues with your sizing lulu does free exchanges when your a member,0.4,Positive,Influencer
yesss u look so good!!!,0.8,Positive,Influencer
you did that girl !!!!,0.7,Positive,Influencer
how 😩😩😩,0,Neutral,Influencer
"im proud of you girl, what did you do? im trying to lose weight but i feel so unmotivated and all the workouts js seem so boring and like they don’t work",-0.4,Negative,Influencer
Staying on weight loss tok,0,Neutral,Influencer
OUHH PERIOD GIRL U DID THAT💕,0.9,Positive,Influencer
u should be so proud of urself baby,0.8,Positive,Influencer
Of topic but red is YOUR color,0.3,Positive,Influencer
i wish,-0.3,Negative,Influencer
Staying consistent is the harder part and you did it,0.5,Positive,Influencer
you look good both ways pretty 💓,0.7,Positive,Influencer
Ooo baddie,0.6,Positive,Influencer
thank you and congrats on ur success,0.9,Positive,Influencer
my motivation 🥹,0.8,Positive,Influencer
pretty both ways,0.5,Positive,Influencer
been cute,0.4,Positive,Influencer
Oh you did that !!!,0.9,Positive,Influencer
yesss boo😍😍😍😍💞💞,0.95,Positive,Influencer
pretty💗,0.5,Positive,Influencer
yesss,0.4,Positive,Influencer
beautiful before and after🫶🏽,0.8,Positive,Influencer
YES MAAM,0.7,Positive,Influencer
wow,0.3,Positive,Influencer
look so cute in both,0.6,Positive,Influencer
so i just started and i already feel more confident and motivated to continue my journey in losing weight and this jst motivated me even more so i t,0.4,Positive,Influencer
this is so inspiring thank u for posting,0.9,Positive,Influencer
Aww I’m so proud of youu,0.8,Positive,Influencer
ya you did that boo,0.7,Positive,Influencer
this my sign,0.5,Positive,Influencer
Good job 🥹,0.8,Positive,Influencer
Period,0,Neutral,Influencer
my sign to stop being lazy,0.3,Positive,Influencer
Congrats !!,0.5,Positive,Influencer
i love this video bro,0.6,Positive,Influencer
Omgg okayyyy,0.4,Positive,Influencer
You always been pretty,0.5,Positive,Influencer
you go girl,0.6,Positive,Influencer
perioddd !,0.3,Positive,Influencer
YES,0.7,Positive,Influencer
Congratulations,0.5,Positive,Influencer
youve always been gorgeous inside and out. So proud of you,0.8,Positive,Influencer
Proud of you 😊,0.7,Positive,Influencer
oh yeah twin,0.3,Positive,Influencer
so proud of you,0.6,Positive,Influencer
pretty before and after💕,0.5,Positive,Influencer
this is motivating but I feel like I can't do it because of how young I am ):,-0.1,Neutral,Influencer
Stop cuz u look tf good😍😍 I gotta get on my zoom,0.7,Positive,Influencer
"still pretty, but I’m super proud of you 😘",0.6,Positive,Influencer
periodddd😍😍😍,0.8,Positive,Influencer
girl drop the detailsssss b,0.2,Neutral,Influencer
Sameeee girllll,0.4,Positive,Influencer
perioddddd,0.3,Positive,Influencer
The amount of confidence you had literally made you pretty bro,0.5,Positive,Influencer
face card was tea then and tea now 😍😍😍,0.7,Positive,Influencer
your still so beautiful 😍,0.6,Positive,Influencer
Oh yess 😍😍,0.8,Positive,Influencer
HOW,0,Neutral,Influencer
TELL ME HOW,-0.1,Neutral,Influencer
proud of you girl,0.5,Positive,Influencer
Ur gorgeous 💞💞💞,0.9,Positive,Influencer
so prettyyy oh myyy,0.7,Positive,Influencer
What did you doooo?????,-0.1,Neutral,Influencer
oh period 🥹,0.2,Neutral,Influencer
You go girl!!,0.6,Positive,Influencer
"wat did u eat n wat workouts did u doo , n how long did it take you?",-0.1,Neutral,Influencer
Period !!,0,Neutral,Influencer
Damn ur beautiful,0.8,Positive,Influencer
"if you can do it i can too, my motivation ☝🏼",0.6,Positive,Influencer
you look so goooooooood,0.9,Positive,Influencer
love this 4 u!!!!,0.7,Positive,Influencer
you are pretty 😍,0.8,Positive,Influencer
"U was pretty then and u still pretty now, bod has always been tea",0.7,Positive,Influencer
Big progress👏🏾 good shi,0.6,Positive,Influencer
cutee,0.5,Positive,Influencer
idk youu but im soo proud off youuu,0.6,Positive,Influencer
so proud. beyond happy for you.,0.8,Positive,Influencer
so proud of uuu myhhh 😍😍😍,0.9,Positive,Influencer
"you’ve been tea from the start, and ur SOOO FLIPPING GORGEOUS",0.9,Positive,Influencer
Any tips??,-0.1,Neutral,Influencer
you're very pretty,0.8,Positive,Influencer
"Ur so mesmorizing, And I am so proud of youuu.",0.8,Positive,Influencer
You were beautiful before n after 👏🏾💕,0.7,Positive,Influencer
Congrats,0.6,Positive,Influencer
U GLOWINGGGG YESSSS BEAUTIFUL BEFORE AND AFTER,0.9,Positive,Influencer
U teaaaa girl before and after 😍,0.8,Positive,Influencer
perioddd,0,Neutral,Influencer
😍😍😍 teaaa,0.6,Positive,Influencer
"You’re beautiful, no matter what girl",0.7,Positive,Influencer
beautiful before and after,0.5,Positive,Influencer
claim,0,Neutral,Influencer
you so cuteeee,0.7,Positive,Influencer
I just have to trust the process,0.1,Neutral,Influencer
My sign,0,Neutral,Influencer
oh yes you did thattt,0.8,Positive,Influencer
Yess !!,0.5,Positive,Influencer
gorgeous smile 😍💝,0.8,Positive,Influencer
Always been pretty,0.6,Positive,Influencer
im so proud of you girl,0.9,Positive,Influencer
i love to see it 🫶🏽,0.7,Positive,Influencer
u look soooo good !!! 🥰,0.9,Positive,Influencer
proud of you🤩,0.8,Positive,Influencer
"Yessss , love to see the growth hun😍😍😇",0.9,Positive,Influencer
tips pleaseeee,0.1,Neutral,Influencer
you did that!!! 😍😍😍😍😍,0.9,Positive,Influencer
HOW PLS. At home only wl?,0,Neutral,Influencer
WHAT IS THE ROUTINE???,0,Neutral,Influencer
oh purrr,0.3,Positive,Influencer
Ouuu periodddd,0.4,Positive,Influencer
Yessss girllll,0.5,Positive,Influencer
Omggg,0.3,Positive,Influencer
"Please help a girl out, and proud of you",0.4,Positive,Influencer
beautiful before and after ❤️,0.6,Positive,Influencer
saving for motivation 🤞🏾🫶🏾,0.3,Positive,Influencer
